time,gFx,gFy,gFz,TgF
25.262338975,-0.0244,1.0022,0.0161,1.003
25.264563142,-0.0252,1.0019,0.0137,1.002
25.266754757,-0.0232,1.0027,0.0134,1.003
25.268672361,-0.0242,1.0024,0.0120,1.003
25.27111882,-0.0242,1.0007,0.0127,1.001
25.272119809,-0.0257,1.0007,0.0122,1.001
25.274402726,-0.0225,1.0037,0.0105,1.004
25.276611112,-0.0230,1.0024,0.0132,1.003
25.278294445,-0.0235,1.0042,0.0081,1.004
25.281471633,-0.0237,1.0012,0.0105,1.002
25.282343769,-0.0232,1.0019,0.0088,1.002
25.284187362,-0.0220,1.0017,0.0088,1.002
25.286650748,-0.0208,1.0037,0.0098,1.004
25.289327728,-0.0220,1.0044,0.0127,1.005
25.291028821,-0.0198,1.0019,0.0117,1.002
25.293310072,-0.0200,1.0042,0.0107,1.004
25.296700905,-0.0195,1.0017,0.0098,1.002
25.297589916,-0.0203,1.0068,0.0103,1.007
25.29884226,-0.0210,1.0027,0.0078,1.003
25.300337416,-0.0296,1.0086,0.0151,1.009
25.302446583,-0.0374,1.0014,0.0105,1.002
25.304990333,-0.0333,0.9934,-0.0129,0.994
25.306670438,-0.0242,1.0044,-0.0193,1.005
25.308501479,-0.0154,1.0005,-0.0181,1.001
25.310375959,-0.0105,1.0029,-0.0076,1.003
25.312313719,-0.0051,1.0064,-0.0081,1.006
25.315004657,-0.0032,1.0061,-0.0117,1.006
25.316247678,-0.0007,1.0066,-0.0137,1.007
25.319289658,-0.0007,1.0044,-0.0125,1.004
25.320594658,-0.0015,1.0061,-0.0100,1.006
25.323318148,-0.0064,1.0073,0.0022,1.007
25.32467096,-0.0159,1.0012,0.0056,1.001
25.330524607,-0.0249,1.0032,0.0066,1.004
25.331972159,-0.0293,0.9992,0.0100,1.000
25.332714034,-0.0340,1.0007,0.0127,1.001
25.333638669,-0.0379,1.0017,0.0191,1.003
25.335017888,-0.0386,1.0017,0.0198,1.003
25.336339086,-0.0379,1.0005,0.0222,1.001
25.338435076,-0.0369,1.0037,0.0215,1.005
25.340281274,-0.0333,1.0034,0.0239,1.004
25.343796848,-0.0308,1.0029,0.0203,1.004
25.345174035,-0.0276,1.0044,0.0193,1.005
25.350976015,-0.0257,1.0029,0.0242,1.004
25.351791275,-0.0220,1.0054,0.0301,1.006
25.352152057,-0.0186,1.0046,0.0330,1.005
25.352728098,-0.0186,1.0073,0.0364,1.008
25.354534609,-0.0161,1.0068,0.0381,1.008
25.356643255,-0.0159,1.0059,0.0345,1.007
25.35965961,-0.0164,1.0037,0.0335,1.004
25.360347318,-0.0183,1.0024,0.0347,1.003
25.362245756,-0.0198,1.0022,0.0352,1.003
25.364920131,-0.0203,1.0010,0.0369,1.002
25.366281902,-0.0210,1.0010,0.0391,1.002
25.368385027,-0.0220,0.9997,0.0401,1.001
25.371089298,-0.0235,0.9997,0.0428,1.001
25.372396434,-0.0220,1.0005,0.0440,1.002
25.37400284,-0.0208,0.9992,0.0469,1.001
25.376360497,-0.0220,1.0017,0.0474,1.003
25.37885883,-0.0210,1.0012,0.0491,1.003
25.380454924,-0.0183,1.0002,0.0506,1.002
25.382665133,-0.0188,1.0017,0.0499,1.003
25.384506331,-0.0173,1.0044,0.0521,1.006
25.386050654,-0.0144,1.0039,0.0506,1.005
25.38840555,-0.0137,1.0032,0.0504,1.005
25.390783102,-0.0125,1.0039,0.0506,1.005
25.392762946,-0.0120,1.0032,0.0486,1.004
25.394189353,-0.0120,1.0064,0.0491,1.008
25.39656503,-0.0105,1.0044,0.0501,1.006
25.398976436,-0.0098,1.0054,0.0506,1.007
25.400351228,-0.0120,1.0064,0.0494,1.008
25.402586801,-0.0129,1.0037,0.0496,1.005
25.404529093,-0.0139,1.0068,0.0472,1.008
25.406128677,-0.0161,1.0029,0.0442,1.004
25.408461281,-0.0183,1.0039,0.0440,1.005
25.411228938,-0.0220,1.0044,0.0428,1.006
25.412331073,-0.0232,1.0022,0.0423,1.003
25.414583053,-0.0247,1.0022,0.0381,1.003
25.41608149,-0.0239,1.0010,0.0384,1.002
25.418820397,-0.0269,1.0022,0.0355,1.003
25.420637376,-0.0242,1.0012,0.0357,1.002
25.422306439,-0.0249,1.0017,0.0362,1.003
25.424490085,-0.0242,1.0017,0.0342,1.003
25.43039545,-0.0232,1.0019,0.0345,1.003
25.431790658,-0.0215,1.0017,0.0315,1.002
25.432340033,-0.0222,1.0022,0.0306,1.003
25.436570294,-0.0210,1.0029,0.0330,1.004
25.437512899,-0.0198,1.0012,0.0315,1.002
25.437950138,-0.0203,1.0027,0.0325,1.003
25.441015868,-0.0188,1.0022,0.0308,1.003
25.441532586,-0.0200,1.0027,0.0320,1.003
25.442059774,-0.0213,1.0046,0.0308,1.005
25.444520035,-0.0222,0.9997,0.0325,1.001
25.450848212,-0.0210,1.0037,0.0320,1.004
25.451703838,-0.0210,1.0027,0.0330,1.003
25.452031181,-0.0220,1.0039,0.0330,1.005
25.453162171,-0.0213,1.0024,0.0340,1.003
25.454469932,-0.0227,1.0019,0.0345,1.003
25.456291025,-0.0222,1.0037,0.0355,1.005
25.458609776,-0.0220,1.0046,0.0325,1.005
25.461600245,-0.0222,1.0049,0.0298,1.006
25.462312745,-0.0217,1.0032,0.0293,1.004
25.464572328,-0.0213,1.0032,0.0279,1.004
25.466477849,-0.0205,1.0024,0.0286,1.003
25.468505402,-0.0210,1.0049,0.0283,1.006
25.469949516,-0.0210,1.0044,0.0259,1.005
25.471898892,-0.0225,1.0032,0.0242,1.004
25.473959308,-0.0210,1.0061,0.0244,1.007
25.47636483,-0.0244,1.0032,0.0252,1.004
25.47852983,-0.0237,1.0010,0.0247,1.002
25.480251392,-0.0252,1.0029,0.0222,1.004
25.482590976,-0.0283,1.0027,0.0242,1.003
25.483936757,-0.0291,1.0029,0.0252,1.004
25.486314101,-0.0296,1.0022,0.0266,1.003
25.48858181,-0.0308,1.0024,0.0266,1.003
25.49016806,-0.0308,1.0012,0.0276,1.002
25.493487592,-0.0296,1.0034,0.0274,1.004
25.495316915,-0.0286,1.0029,0.0286,1.004
25.496058009,-0.0274,1.0044,0.0279,1.005
25.498580353,-0.0242,1.0044,0.0271,1.005
25.499815144,-0.0217,1.0044,0.0293,1.005
25.502208686,-0.0173,1.0049,0.0276,1.005
25.503754416,-0.0173,1.0037,0.0289,1.004
25.505899989,-0.0154,1.0056,0.0293,1.006
25.508228791,-0.0120,1.0029,0.0308,1.003
25.510187593,-0.0137,1.0073,0.0303,1.008
25.512511916,-0.0137,1.0061,0.0283,1.007
25.514507958,-0.0144,1.0042,0.0308,1.005
25.516593271,-0.0171,1.0051,0.0293,1.006
25.519019573,-0.0183,1.0007,0.0306,1.001
25.520030615,-0.0208,1.0051,0.0311,1.006
25.522497647,-0.0210,1.0019,0.0269,1.003
25.524812959,-0.0222,1.0017,0.0289,1.002
25.530155981,-0.0210,1.0029,0.0271,1.004
25.531354783,-0.0215,1.0005,0.0279,1.001
25.531842543,-0.0215,1.0039,0.0242,1.004
25.53422296,-0.0210,1.0017,0.0235,1.002
25.538180096,-0.0195,1.0019,0.0215,1.002
25.538855252,-0.0205,1.0010,0.0210,1.001
25.539198169,-0.0188,1.0032,0.0195,1.004
25.540531763,-0.0178,1.0037,0.0191,1.004
25.551400462,-0.0173,1.0017,0.0193,1.002
25.552386191,-0.0200,1.0044,0.0169,1.005
25.552998327,-0.0193,1.0037,0.0159,1.004
25.553446712,-0.0193,1.0032,0.0161,1.003
25.553863535,-0.0217,1.0051,0.0171,1.006
25.554374056,-0.0227,1.0024,0.0171,1.003
25.554819629,-0.0227,1.0029,0.0169,1.003
25.55747489,-0.0225,1.0029,0.0200,1.003
25.55982864,-0.0239,1.0037,0.0203,1.004
25.56096963,-0.0235,1.0014,0.0220,1.002
25.562110567,-0.0230,1.0042,0.0220,1.005
25.564631401,-0.0225,1.0037,0.0242,1.004
25.567656557,-0.0227,1.0029,0.0266,1.004
25.56862661,-0.0203,1.0042,0.0269,1.005
25.570333433,-0.0188,1.0032,0.0283,1.004
25.571914683,-0.0191,1.0032,0.0276,1.004
25.574540881,-0.0186,1.0037,0.0298,1.004
25.577058798,-0.0176,1.0049,0.0293,1.005
25.578368954,-0.0164,1.0027,0.0293,1.003
25.580057965,-0.0169,1.0017,0.0293,1.002
25.58218859,-0.0156,1.0049,0.0276,1.005
25.583844632,-0.0171,1.0034,0.0298,1.004
25.586146143,-0.0159,1.0054,0.0269,1.006
25.588154059,-0.0173,1.0034,0.0266,1.004
25.590123955,-0.0176,1.0037,0.0254,1.004
25.592798956,-0.0171,1.0044,0.0244,1.005
25.596314164,-0.0225,1.0034,0.0254,1.004
25.5967863,-0.0193,1.0024,0.0215,1.003
25.598064581,-0.0210,1.0012,0.0230,1.002
25.59995979,-0.0208,1.0042,0.0203,1.005
25.602161821,-0.0215,1.0032,0.0215,1.004
25.604146249,-0.0208,1.0042,0.0200,1.005
25.605748384,-0.0215,1.0014,0.0203,1.002
25.608061457,-0.0203,1.0032,0.0210,1.004
25.610194374,-0.0217,1.0042,0.0200,1.005
25.612131197,-0.0210,1.0002,0.0225,1.001
25.614675416,-0.0205,1.0034,0.0213,1.004
25.616458021,-0.0222,1.0029,0.0232,1.003
25.618568229,-0.0232,1.0056,0.0230,1.006
25.62054,-0.0215,1.0027,0.0235,1.003
25.621830886,-0.0210,1.0017,0.0247,1.002
25.624515365,-0.0213,1.0042,0.0235,1.005
25.626744584,-0.0213,1.0027,0.0254,1.003
25.629371772,-0.0193,1.0037,0.0249,1.004
25.630047449,-0.0213,1.0044,0.0266,1.005
25.632813856,-0.0215,1.0046,0.0286,1.005
25.634216356,-0.0227,1.0019,0.0271,1.003
25.636500002,-0.0235,1.0014,0.0274,1.002
25.638821252,-0.0227,1.0044,0.0281,1.005
25.640780523,-0.0225,1.0024,0.0293,1.003
25.642477398,-0.0227,1.0032,0.0286,1.004
25.647448805,-0.0235,1.0022,0.0249,1.003
25.648432295,-0.0237,1.0019,0.0173,1.002
25.650944118,-0.0237,1.0029,0.0222,1.003
25.651541774,-0.0242,1.0034,0.0337,1.004
25.654387087,-0.0259,1.0044,0.0452,1.006
25.65509141,-0.0291,1.0014,0.0543,1.003
25.658867556,-0.0298,1.0005,0.0467,1.002
25.659581619,-0.0257,1.0012,0.0350,1.002
25.669126828,-0.0186,1.0029,0.0237,1.003
25.670166724,-0.0161,1.0044,0.0147,1.005
25.670592505,-0.0149,1.0042,0.0205,1.004
25.671070474,-0.0166,1.0051,0.0225,1.006
25.671457036,-0.0154,1.0042,0.0239,1.005
25.671763026,-0.0156,1.0029,0.0198,1.003
25.673042974,-0.0154,1.0037,0.0186,1.004
25.674504433,-0.0191,1.0073,0.0274,1.008
25.676169537,-0.0230,1.0010,0.0298,1.002
25.678237193,-0.0264,1.0017,0.0301,1.002
25.680047037,-0.0281,0.9997,0.0247,1.000
25.682435527,-0.0269,1.0007,0.0271,1.001
25.684152506,-0.0257,1.0022,0.0301,1.003
25.686151778,-0.0252,1.0034,0.0323,1.004
25.688282976,-0.0239,1.0037,0.0340,1.005
25.691611361,-0.0217,1.0032,0.0323,1.004
25.693986362,-0.0213,1.0059,0.0315,1.007
25.698138654,-0.0198,1.0064,0.0308,1.007
25.698810789,-0.0195,1.0024,0.0323,1.003
25.701379904,-0.0188,1.0054,0.0313,1.006
25.702834644,-0.0193,1.0034,0.0303,1.004
25.703203915,-0.0213,1.0054,0.0308,1.006
25.707054488,-0.0191,1.0029,0.0291,1.004
25.709502197,-0.0198,1.0037,0.0308,1.004
25.712443447,-0.0208,1.0042,0.0291,1.005
25.713193082,-0.0225,1.0014,0.0301,1.002
25.715209333,-0.0249,1.0037,0.0283,1.004
25.715603864,-0.0252,0.9995,0.0306,1.000
25.719287718,-0.0261,1.0019,0.0298,1.003
25.722157042,-0.0274,1.0010,0.0298,1.002
25.722561937,-0.0279,1.0012,0.0298,1.002
25.722909073,-0.0281,1.0000,0.0291,1.001
25.72549449,-0.0249,1.0012,0.0308,1.002
25.728640792,-0.0227,1.0022,0.0303,1.003
25.729245219,-0.0213,1.0034,0.0296,1.004
25.730369386,-0.0183,1.0049,0.0279,1.005
25.73241673,-0.0149,1.0024,0.0291,1.003
25.73482772,-0.0139,1.0046,0.0289,1.005
25.736770533,-0.0127,1.0059,0.0274,1.006
25.73868746,-0.0115,1.0042,0.0281,1.005
25.740695793,-0.0137,1.0068,0.0252,1.007
25.742421002,-0.0115,1.0049,0.0264,1.005
25.747491627,-0.0144,1.0039,0.0266,1.004
25.748514023,-0.0171,1.0032,0.0254,1.004
25.754992774,-0.0171,1.0061,0.0252,1.007
25.755508243,-0.0195,1.0032,0.0220,1.004
25.755936889,-0.0222,1.0027,0.0227,1.003
25.75631741,-0.0225,1.0044,0.0232,1.005
25.756653972,-0.0210,1.0017,0.0220,1.002
25.7606384,-0.0230,1.0037,0.0235,1.004
25.761492566,-0.0208,1.0019,0.0242,1.002
25.767521994,-0.0213,1.0024,0.0249,1.003
25.768521786,-0.0188,1.0019,0.0257,1.002
25.768941057,-0.0183,1.0032,0.0283,1.004
25.769337619,-0.0191,1.0046,0.0269,1.005
25.770294442,-0.0171,1.0014,0.0274,1.002
25.772636526,-0.0186,1.0039,0.0283,1.004
25.774829547,-0.0183,1.0029,0.0259,1.003
25.776322724,-0.0198,1.0019,0.0271,1.002
25.778222047,-0.0191,1.0027,0.0264,1.003
25.781017724,-0.0220,1.0022,0.0276,1.003
25.783603193,-0.0222,1.0017,0.0276,1.002
25.784257621,-0.0242,1.0037,0.0279,1.004
25.787276215,-0.0239,1.0029,0.0291,1.004
25.788672777,-0.0242,1.0005,0.0283,1.001
25.791229028,-0.0230,1.0027,0.0289,1.003
25.792571736,-0.0222,1.0034,0.0266,1.004
25.795779497,-0.0217,1.0029,0.0293,1.004
25.797316216,-0.0230,1.0051,0.0259,1.006
25.798582987,-0.0198,1.0044,0.0274,1.005
25.80053356,-0.0203,1.0039,0.0266,1.004
25.802828716,-0.0200,1.0029,0.0264,1.003
25.804368508,-0.0193,1.0049,0.0286,1.005
25.80666106,-0.0205,1.0066,0.0269,1.007
25.809989238,-0.0198,1.0037,0.0269,1.004
25.811275384,-0.0213,1.0032,0.0257,1.004
25.814285332,-0.0200,1.0027,0.0254,1.003
25.819386478,-0.0203,1.0032,0.0252,1.004
25.820041322,-0.0205,1.0022,0.0232,1.003
25.820635385,-0.0235,1.0027,0.0247,1.003
25.821301114,-0.0227,1.0024,0.0222,1.003
25.822663302,-0.0225,1.0010,0.0249,1.002
25.823797885,-0.0230,1.0017,0.0242,1.002
25.826465385,-0.0242,0.9990,0.0230,1.000
25.833081688,-0.0230,1.0024,0.0252,1.003
25.834012521,-0.0235,1.0017,0.0244,1.002
25.83441049,-0.0237,1.0010,0.0257,1.002
25.834697782,-0.0237,1.0012,0.0239,1.002
25.836349709,-0.0235,1.0029,0.0252,1.004
25.838363095,-0.0227,1.0039,0.0249,1.004
25.840297678,-0.0210,1.0019,0.0291,1.003
25.842459293,-0.0220,1.0037,0.0259,1.004
25.844687835,-0.0208,1.0044,0.0274,1.005
25.846841741,-0.0181,1.0054,0.0286,1.006
25.848358877,-0.0200,1.0037,0.0276,1.004
25.852100336,-0.0183,1.0039,0.0301,1.005
25.852810492,-0.0183,1.0066,0.0283,1.007
25.855412992,-0.0183,1.0027,0.0303,1.003
25.856799867,-0.0205,1.0037,0.0306,1.004
25.858213253,-0.0198,1.0049,0.0313,1.006
25.865549087,-0.0193,1.0049,0.0291,1.005
25.866677577,-0.0210,1.0061,0.0289,1.007
25.874725911,-0.0215,1.0029,0.0293,1.004
25.875214869,-0.0210,1.0049,0.0274,1.005
25.875563984,-0.0222,1.0029,0.0271,1.004
25.875939817,-0.0232,1.0019,0.0271,1.003
25.876273828,-0.0237,1.0017,0.0283,1.002
25.876625807,-0.0249,1.0010,0.0281,1.002
25.876957994,-0.0259,1.0002,0.0266,1.001
25.885726693,-0.0249,1.0012,0.0259,1.002
25.886697787,-0.0257,1.0027,0.0274,1.003
25.887099975,-0.0264,1.0002,0.0252,1.001
25.887566537,-0.0269,1.0029,0.0269,1.004
25.887975183,-0.0279,1.0019,0.0242,1.003
25.888963256,-0.0244,1.0012,0.0186,1.002
25.889979402,-0.0213,1.0024,0.0122,1.003
25.892181433,-0.0176,1.0017,0.0151,1.002
25.89504159,-0.0129,1.0044,0.0188,1.005
25.897484819,-0.0115,1.0024,0.0215,1.003
25.899685913,-0.0105,1.0066,0.0213,1.007
25.900534663,-0.0127,1.0042,0.0237,1.005
25.902222945,-0.0159,1.0037,0.0298,1.004
25.904320445,-0.0213,1.0024,0.0303,1.003
25.906256695,-0.0244,1.0012,0.0313,1.002
25.908842216,-0.0252,1.0032,0.0313,1.004
25.911478415,-0.0276,0.9997,0.0328,1.001
25.91436404,-0.0271,1.0014,0.0359,1.002
25.914780707,-0.0247,1.0019,0.0352,1.003
25.917286228,-0.0232,1.0032,0.0374,1.004
25.918939144,-0.0222,1.0024,0.0355,1.003
25.920100186,-0.0200,1.0024,0.0374,1.003
25.923322062,-0.0200,1.0044,0.0357,1.005
25.924167322,-0.0166,1.0044,0.0342,1.005
25.927123729,-0.0154,1.0056,0.0335,1.006
25.92900576,-0.0137,1.0037,0.0337,1.004
25.931638625,-0.0137,1.0054,0.0328,1.006
25.932107427,-0.0142,1.0039,0.0323,1.005
25.935325448,-0.0149,1.0037,0.0303,1.004
25.93675623,-0.0169,1.0044,0.0298,1.005
25.937892323,-0.0191,1.0042,0.0286,1.005
25.940687428,-0.0215,1.0032,0.0279,1.004
25.942110084,-0.0227,1.0005,0.0289,1.001
25.945680814,-0.0274,1.0007,0.0289,1.001
25.946293158,-0.0289,0.9997,0.0266,1.001
25.948220189,-0.0279,0.9997,0.0301,1.001
25.951148314,-0.0289,1.0007,0.0283,1.002
25.952940554,-0.0276,1.0000,0.0286,1.001
25.954834096,-0.0261,1.0010,0.0293,1.002
25.956648888,-0.0244,1.0017,0.0301,1.002
25.958940398,-0.0235,1.0019,0.0311,1.003
25.960086336,-0.0203,1.0039,0.0318,1.005
25.965885191,-0.0208,1.0019,0.0325,1.003
25.967079149,-0.0183,1.0046,0.0337,1.005
25.974838994,-0.0171,1.0027,0.0337,1.003
25.975294775,-0.0164,1.0042,0.0335,1.005
25.975635661,-0.0161,1.0034,0.0352,1.004
25.97596915,-0.0166,1.0061,0.0359,1.007
25.976302067,-0.0169,1.0083,0.0362,1.009
25.976656546,-0.0159,1.0056,0.0372,1.006
25.984983266,-0.0169,1.0049,0.0384,1.006
25.98595988,-0.0171,1.0042,0.0399,1.005
25.986339307,-0.0171,1.0032,0.0389,1.004
25.986715349,-0.0200,1.0024,0.0381,1.003
25.987110089,-0.0203,1.0054,0.0379,1.006
25.987890037,-0.0203,1.0014,0.0367,1.002
25.990076027,-0.0210,1.0012,0.0381,1.002
25.992533266,-0.0230,1.0029,0.0357,1.004
25.995805142,-0.0230,1.0005,0.0381,1.001
25.997142277,-0.0227,1.0037,0.0367,1.005
25.998383007,-0.0232,1.0019,0.0364,1.003
26.000019986,-0.0239,1.0022,0.0352,1.003
26.00209983,-0.0235,1.0012,0.0340,1.002
26.004817538,-0.0242,1.0007,0.0342,1.002
26.006913528,-0.0220,1.0037,0.0315,1.004
26.008943581,-0.0222,1.0010,0.0323,1.002
26.011869258,-0.0213,1.0034,0.0313,1.004
26.012782695,-0.0200,1.0007,0.0296,1.001
26.015594467,-0.0208,1.0010,0.0315,1.002
26.021898321,-0.0193,1.0024,0.0274,1.003
26.022621603,-0.0198,1.0010,0.0296,1.002
26.023010092,-0.0205,1.0042,0.0266,1.005
26.023346759,-0.0210,1.0017,0.0283,1.002
26.025137749,-0.0217,1.0017,0.0271,1.002
26.02737353,-0.0205,1.0019,0.0269,1.003
26.02935827,-0.0217,1.0039,0.0289,1.005
26.030079051,-0.0225,1.0027,0.0286,1.003
26.032366708,-0.0227,1.0024,0.0298,1.003
26.034519833,-0.0225,1.0044,0.0293,1.005
26.037599208,-0.0230,1.0007,0.0306,1.001
26.038238167,-0.0235,1.0032,0.0301,1.004
26.041145719,-0.0222,1.0037,0.0311,1.004
26.042526032,-0.0217,1.0024,0.0313,1.003
26.045428376,-0.0225,1.0029,0.0303,1.004
26.046268115,-0.0227,1.0019,0.0318,1.003
26.048878324,-0.0195,1.0037,0.0323,1.004
26.050950616,-0.0200,1.0037,0.0330,1.004
26.052774106,-0.0200,1.0029,0.0342,1.004
26.055001866,-0.0195,1.0059,0.0333,1.007
26.056919471,-0.0191,1.0037,0.0335,1.004
26.059113794,-0.0191,1.0037,0.0333,1.004
26.060516606,-0.0200,1.0022,0.0323,1.003
26.063069992,-0.0200,1.0042,0.0291,1.005
26.065552805,-0.0210,1.0000,0.0283,1.001
26.066114003,-0.0205,1.0029,0.0281,1.004
26.069093534,-0.0205,1.0034,0.0286,1.004
26.070594733,-0.0215,1.0034,0.0289,1.004
26.072387649,-0.0222,1.0034,0.0264,1.004
26.07470692,-0.0239,1.0007,0.0311,1.001
26.076647285,-0.0232,1.0056,0.0281,1.006
26.0785389,-0.0230,1.0044,0.0293,1.005
26.079987546,-0.0220,1.0037,0.0296,1.004
26.082467702,-0.0217,1.0034,0.0301,1.004
26.084621088,-0.0225,1.0044,0.0311,1.005
26.086129578,-0.0235,1.0017,0.0318,1.002
26.088331922,-0.0205,1.0032,0.0340,1.004
26.090250776,-0.0225,1.0039,0.0328,1.005
26.092184005,-0.0215,1.0005,0.0350,1.001
26.100907444,-0.0210,1.0042,0.0355,1.005
26.102670152,-0.0198,1.0019,0.0347,1.003
26.10377833,-0.0176,1.0027,0.0379,1.004
26.104838069,-0.0188,1.0039,0.0352,1.005
26.105855621,-0.0183,1.0032,0.0350,1.004
26.106912965,-0.0193,1.0024,0.0369,1.003
26.10802932,-0.0188,1.0029,0.0364,1.004
26.109350413,-0.0200,1.0034,0.0357,1.004
26.110902184,-0.0198,1.0010,0.0352,1.002
26.113151299,-0.0186,1.0049,0.0342,1.006
26.114719633,-0.0195,1.0034,0.0333,1.004
26.125664425,-0.0193,1.0034,0.0328,1.004
26.126518696,-0.0203,1.0034,0.0330,1.004
26.126891353,-0.0208,1.0034,0.0311,1.004
26.12721953,-0.0200,1.0032,0.0296,1.004
26.12763354,-0.0215,1.0012,0.0293,1.002
26.127990884,-0.0232,1.0061,0.0281,1.007
26.12832828,-0.0215,1.0039,0.0235,1.004
26.133855989,-0.0225,1.0014,0.0254,1.002
26.134782083,-0.0220,1.0046,0.0239,1.005
26.135100676,-0.0232,1.0022,0.0222,1.003
26.136466718,-0.0220,1.0032,0.0213,1.004
26.137980416,-0.0217,1.0012,0.0217,1.002
26.140570052,-0.0208,1.0034,0.0210,1.004
26.142356875,-0.0205,1.0034,0.0215,1.004
26.144710313,-0.0205,1.0012,0.0205,1.002
26.146383021,-0.0203,1.0049,0.0235,1.005
26.148240678,-0.0200,1.0024,0.0227,1.003
26.150245938,-0.0205,1.0014,0.0242,1.002
26.151894116,-0.0222,1.0019,0.0247,1.002
26.154867501,-0.0217,1.0042,0.0259,1.005
26.156721304,-0.0225,1.0000,0.0247,1.001
26.158745314,-0.0205,1.0024,0.0289,1.003
26.160294429,-0.0215,1.0032,0.0293,1.004
26.16231844,-0.0203,1.0017,0.0291,1.002
26.165387242,-0.0217,1.0032,0.0293,1.004
26.166939898,-0.0200,1.0014,0.0301,1.002
26.168486409,-0.0210,1.0029,0.0325,1.004
26.169643336,-0.0217,1.0034,0.0318,1.004
26.173013545,-0.0210,1.0039,0.0328,1.005
26.174773493,-0.0213,1.0037,0.0306,1.004
26.17611792,-0.0205,1.0022,0.0313,1.003
26.183189275,-0.0188,1.0046,0.0323,1.005
26.184463077,-0.0195,1.0044,0.0311,1.005
26.184970317,-0.0215,1.0064,0.0320,1.007
26.185376046,-0.0213,1.0042,0.0308,1.005
26.187629484,-0.0210,1.0042,0.0315,1.005
26.188942713,-0.0217,1.0029,0.0308,1.004
26.191363338,-0.0222,1.0027,0.0320,1.003
26.192649015,-0.0244,1.0046,0.0325,1.005
26.194160161,-0.0249,1.0039,0.0340,1.005
26.206414121,-0.0242,1.0044,0.0323,1.005
26.207456725,-0.0225,1.0024,0.0357,1.003
26.207902819,-0.0237,1.0000,0.0357,1.001
26.2083186,-0.0215,1.0054,0.0369,1.006
26.208754173,-0.0200,1.0039,0.0374,1.005
26.209163392,-0.0225,1.0022,0.0381,1.003
26.209554121,-0.0186,1.0024,0.0396,1.003
26.210432976,-0.0171,1.0027,0.0406,1.004
26.212285215,-0.0171,1.0034,0.0406,1.004
26.214569643,-0.0188,1.0032,0.0416,1.004
26.216422039,-0.0171,1.0034,0.0421,1.004
26.217828966,-0.0181,1.0010,0.0416,1.002
26.2206873,-0.0193,1.0005,0.0403,1.001
26.222695216,-0.0181,1.0034,0.0408,1.004
26.22469605,-0.0195,1.0034,0.0396,1.004
26.226155321,-0.0193,1.0019,0.0389,1.003
26.229439592,-0.0222,1.0010,0.0386,1.002
26.231749019,-0.0220,1.0027,0.0367,1.004
26.232188238,-0.0215,1.0024,0.0367,1.003
26.234535478,-0.0220,1.0037,0.0333,1.004
26.236138082,-0.0247,1.0019,0.0325,1.003
26.238164749,-0.0249,1.0027,0.0320,1.004
26.241275114,-0.0252,1.0034,0.0311,1.004
26.242564541,-0.0242,1.0024,0.0301,1.003
26.245299125,-0.0239,1.0037,0.0283,1.004
26.246118187,-0.0249,1.0017,0.0252,1.002
26.248192615,-0.0249,1.0044,0.0244,1.005
26.251441053,-0.0232,1.0027,0.0232,1.003
26.252214126,-0.0254,1.0029,0.0227,1.004
26.254988345,-0.0235,1.0010,0.0188,1.001
26.256566418,-0.0222,1.0014,0.0220,1.002
26.259293137,-0.0220,1.0039,0.0205,1.004
26.26052522,-0.0208,1.0034,0.0200,1.004
26.262838345,-0.0217,1.0051,0.0191,1.006
26.265312721,-0.0186,1.0032,0.0193,1.004
26.266492773,-0.0205,1.0037,0.0195,1.004
26.268359336,-0.0213,1.0019,0.0186,1.002
26.270021992,-0.0205,1.0039,0.0203,1.004
26.272417721,-0.0203,1.0032,0.0200,1.004
26.274526888,-0.0208,1.0017,0.0188,1.002
26.276493086,-0.0200,1.0012,0.0191,1.002
26.27867543,-0.0193,1.0034,0.0195,1.004
26.280070795,-0.0198,1.0039,0.0188,1.004
26.283980327,-0.0191,1.0034,0.0188,1.004
26.284877566,-0.0188,1.0010,0.0193,1.001
26.287503504,-0.0213,1.0049,0.0176,1.005
26.288671421,-0.0210,1.0042,0.0203,1.005
26.290251213,-0.0195,1.0039,0.0176,1.004
26.292329078,-0.0198,1.0022,0.0161,1.003
26.294153088,-0.0210,1.0051,0.0188,1.006
26.29635564,-0.0215,1.0017,0.0159,1.002
26.298692516,-0.0210,1.0024,0.0161,1.003
26.300666422,-0.0208,1.0054,0.0125,1.006
26.302870901,-0.0200,1.0039,0.0127,1.004
26.305196266,-0.0217,1.0042,0.0129,1.004
26.306958766,-0.0198,1.0039,0.0142,1.004
26.308858454,-0.0203,1.0051,0.0139,1.005
26.310517933,-0.0210,1.0027,0.0132,1.003
26.312722621,-0.0227,1.0027,0.0127,1.003
26.324281477,-0.0217,1.0042,0.0129,1.004
26.325992154,-0.0235,1.0019,0.0129,1.002
26.32690606,-0.0242,1.0054,0.0120,1.006
26.328124706,-0.0239,1.0022,0.0125,1.003
26.329188873,-0.0249,1.0044,0.0120,1.005
26.330373144,-0.0227,1.0039,0.0134,1.004
26.331478508,-0.0242,1.0027,0.0139,1.003
26.331836529,-0.0235,1.0039,0.0134,1.004
26.332112363,-0.0230,1.0014,0.0144,1.002
26.3464395,-0.0215,1.0032,0.0129,1.003
26.347499343,-0.0210,1.0027,0.0127,1.003
