time,gFx,gFy,gFz,TgF
9.14843914,0.1630,0.2361,0.8436,0.891
9.150168828,0.1621,0.2386,0.8472,0.895
9.151888985,0.1596,0.2408,0.8533,0.901
9.154661797,0.1574,0.2432,0.8590,0.906
9.155648985,0.1564,0.2444,0.8668,0.914
9.157989818,0.1552,0.2474,0.8736,0.921
9.161603517,0.1552,0.2474,0.8822,0.929
9.162249975,0.1564,0.2481,0.8885,0.936
9.164837684,0.1582,0.2513,0.8983,0.946
9.165934976,0.1582,0.2540,0.9083,0.956
9.167675705,0.1601,0.2527,0.9188,0.966
9.172749872,0.1613,0.2532,0.9298,0.977
9.173675653,0.1616,0.2532,0.9403,0.987
9.174213049,0.1621,0.2562,0.9545,1.002
9.178659091,0.1621,0.2562,0.9641,1.011
9.180448467,0.1623,0.2579,0.9743,1.021
9.18119706,0.1594,0.2596,0.9839,1.030
9.182533363,0.1591,0.2589,0.9941,1.040
9.186958415,0.1574,0.2599,1.0005,1.046
9.18784529,0.1577,0.2613,1.0061,1.051
9.18820503,0.1567,0.2642,1.0139,1.059
9.190639353,0.1577,0.2642,1.0152,1.061
9.192418155,0.1579,0.2686,1.0166,1.063
9.193878103,0.1574,0.2711,1.0159,1.063
9.195303833,0.1591,0.2726,1.0139,1.062
9.197289458,0.1582,0.2750,1.0115,1.060
9.200258521,0.1564,0.2789,1.0090,1.059
9.201586802,0.1564,0.2774,1.0056,1.055
9.204991646,0.1552,0.2811,0.9988,1.049
9.206206334,0.1540,0.2809,0.9953,1.046
9.208472949,0.1501,0.2838,0.9912,1.042
9.210862636,0.1481,0.2843,0.9851,1.036
9.211576751,0.1467,0.2840,0.9814,1.032
9.214509876,0.1435,0.2855,0.9763,1.027
9.216686074,0.1393,0.2894,0.9731,1.025
9.218314877,0.1354,0.2884,0.9694,1.020
9.221259096,0.1315,0.2889,0.9655,1.016
9.222654512,0.1283,0.2894,0.9641,1.015
9.224940138,0.1254,0.2919,0.9604,1.012
9.225548106,0.1227,0.2911,0.9584,1.009
9.228980086,0.1220,0.2914,0.9572,1.008
9.230371544,0.1210,0.2914,0.9580,1.009
9.232866388,0.1195,0.2921,0.9575,1.008
9.23394493,0.1207,0.2906,0.9577,1.008
9.237356024,0.1198,0.2911,0.9592,1.010
9.238392691,0.1212,0.2916,0.9631,1.014
9.240279254,0.1210,0.2921,0.9643,1.015
9.241803369,0.1198,0.2906,0.9682,1.018
9.243849306,0.1198,0.2901,0.9685,1.018
9.245919619,0.1178,0.2882,0.9755,1.024
9.247987692,0.1156,0.2877,0.9785,1.026
9.249962432,0.1134,0.2845,0.9814,1.028
9.25157514,0.1093,0.2833,0.9853,1.031
9.254456391,0.1041,0.2823,0.9882,1.033
9.256251078,0.1007,0.2794,0.9912,1.035
9.257543891,0.0951,0.2762,0.9944,1.036
9.260090089,0.0936,0.2760,0.9983,1.040
9.263018683,0.0885,0.2723,1.0019,1.042
9.264571183,0.0865,0.2713,1.0037,1.043
9.266486444,0.0811,0.2691,1.0088,1.047
9.268607434,0.0777,0.2686,1.0103,1.048
9.27030233,0.0760,0.2696,1.0154,1.053
9.272033372,0.0731,0.2662,1.0203,1.057
9.274225559,0.0711,0.2686,1.0227,1.060
9.27596233,0.0714,0.2682,1.0264,1.063
9.278170612,0.0728,0.2696,1.0315,1.069
9.279649362,0.0753,0.2708,1.0352,1.073
9.282760196,0.0777,0.2708,1.0386,1.076
9.28400431,0.0821,0.2718,1.0430,1.081
9.289361186,0.0861,0.2721,1.0447,1.083
9.291089103,0.0912,0.2733,1.0494,1.088
9.292346446,0.0951,0.2738,1.0525,1.092
9.293439103,0.0983,0.2738,1.0550,1.094
9.29525202,0.1027,0.2760,1.0579,1.098
9.296774832,0.1036,0.2779,1.0584,1.099
9.297703582,0.1051,0.2794,1.0638,1.105
9.299674416,0.1090,0.2796,1.0658,1.107
9.301842437,0.1088,0.2813,1.0692,1.111
9.309830146,0.1083,0.2823,1.0721,1.114
9.31111098,0.1105,0.2850,1.0741,1.117
9.311787125,0.1112,0.2857,1.0775,1.120
9.312320511,0.1122,0.2892,1.0767,1.121
9.312899209,0.1151,0.2899,1.0765,1.121
9.31444999,0.1156,0.2931,1.0760,1.121
9.316048897,0.1188,0.2945,1.0750,1.121
9.317794939,0.1200,0.2958,1.0726,1.119
9.324231241,0.1232,0.2992,1.0694,1.117
9.326303846,0.1229,0.3019,1.0682,1.117
9.327530773,0.1229,0.3019,1.0640,1.113
9.3288802,0.1225,0.3038,1.0614,1.111
9.329780096,0.1215,0.3038,1.0579,1.107
9.330676607,0.1212,0.3033,1.0528,1.102
9.331879992,0.1183,0.3036,1.0496,1.099
9.334215409,0.1149,0.3011,1.0450,1.094
9.334941399,0.1127,0.2994,1.0425,1.091
9.337786295,0.1061,0.2975,1.0406,1.087
9.339900982,0.1051,0.2960,1.0369,1.083
9.341851608,0.0988,0.2933,1.0349,1.080
9.343673066,0.0946,0.2914,1.0349,1.079
9.345471556,0.0892,0.2887,1.0318,1.075
9.347654317,0.0833,0.2875,1.0315,1.074
9.349424994,0.0775,0.2848,1.0315,1.073
9.351465202,0.0728,0.2828,1.0318,1.072
9.354286973,0.0694,0.2779,1.0315,1.071
9.355892234,0.0633,0.2770,1.0308,1.069
9.358761141,0.0601,0.2748,1.0301,1.068
9.359302234,0.0560,0.2723,1.0308,1.068
9.361759526,0.0518,0.2708,1.0301,1.066
9.363560412,0.0486,0.2696,1.0291,1.065
9.365423745,0.0469,0.2674,1.0305,1.066
9.367683954,0.0457,0.2662,1.0310,1.066
9.369954631,0.0457,0.2638,1.0337,1.068
9.372377236,0.0450,0.2633,1.0347,1.069
9.374662705,0.0462,0.2628,1.0389,1.073
9.377030726,0.0447,0.2616,1.0401,1.073
9.378384684,0.0469,0.2613,1.0435,1.077
9.379499268,0.0484,0.2625,1.0481,1.082
9.381929528,0.0506,0.2630,1.0535,1.087
9.383813799,0.0528,0.2625,1.0582,1.092
9.386286872,0.0560,0.2647,1.0633,1.097
9.387996091,0.0560,0.2642,1.0702,1.104
9.389362029,0.0601,0.2662,1.0736,1.108
9.391544321,0.0650,0.2667,1.0787,1.113
9.393774165,0.0672,0.2686,1.0848,1.120
9.395312863,0.0719,0.2674,1.0897,1.124
9.39788328,0.0750,0.2689,1.0963,1.131
9.39961052,0.0787,0.2696,1.0985,1.134
9.401503853,0.0824,0.2726,1.1009,1.137
9.403725208,0.0890,0.2713,1.1017,1.138
9.405593281,0.0914,0.2728,1.1022,1.139
9.408403073,0.0946,0.2728,1.1034,1.141
9.410039271,0.0980,0.2740,1.1034,1.141
9.412589583,0.0990,0.2738,1.1017,1.139
9.414385104,0.0988,0.2728,1.0990,1.137
9.415941355,0.0988,0.2738,1.0970,1.135
9.423309897,0.0971,0.2733,1.0948,1.133
9.424314272,0.0951,0.2730,1.0929,1.130
9.42479521,0.0922,0.2726,1.0885,1.126
9.42520297,0.0892,0.2713,1.0824,1.119
9.425594064,0.0878,0.2713,1.0775,1.115
9.428853752,0.0846,0.2691,1.0726,1.109
9.429785366,0.0814,0.2686,1.0684,1.105
9.431956096,0.0787,0.2664,1.0631,1.099
9.434138388,0.0731,0.2660,1.0584,1.094
9.436343857,0.0699,0.2642,1.0523,1.087
9.437335628,0.0672,0.2638,1.0506,1.085
9.440156826,0.0650,0.2618,1.0472,1.081
9.442317816,0.0609,0.2596,1.0428,1.076
9.443526566,0.0587,0.2596,1.0425,1.076
9.445698337,0.0562,0.2571,1.0406,1.073
9.448121202,0.0543,0.2564,1.0352,1.068
9.450254327,0.0521,0.2544,1.0335,1.066
9.453163858,0.0482,0.2532,1.0298,1.062
9.455497661,0.0450,0.2505,1.0269,1.058
9.456349275,0.0423,0.2513,1.0217,1.053
9.458216671,0.0379,0.2481,1.0196,1.050
9.459402401,0.0357,0.2466,1.0176,1.048
9.462259953,0.0340,0.2456,1.0161,1.046
9.463521464,0.0293,0.2425,1.0159,1.045
9.46561011,0.0276,0.2427,1.0159,1.045
9.467375631,0.0239,0.2400,1.0161,1.044
9.471365631,0.0203,0.2369,1.0176,1.045
9.472307662,0.0178,0.2356,1.0186,1.046
9.473573496,0.0181,0.2310,1.0222,1.048
9.475826256,0.0132,0.2290,1.0247,1.050
9.477793027,0.0098,0.2273,1.0279,1.053
9.479630736,0.0073,0.2239,1.0332,1.057
9.481613913,0.0039,0.2224,1.0371,1.061
9.483964486,0.0037,0.2176,1.0420,1.065
9.485355007,0.0000,0.2163,1.0435,1.066
9.488148862,-0.0007,0.2112,1.0486,1.070
9.489527456,-0.0049,0.2085,1.0520,1.073
9.492768602,-0.0071,0.2049,1.0535,1.073
9.494718758,-0.0100,0.2007,1.0574,1.076
9.496019279,-0.0107,0.1997,1.0591,1.078
9.497795009,-0.0137,0.1977,1.0609,1.079
9.50001355,-0.0166,0.1943,1.0614,1.079
9.50181053,-0.0203,0.1924,1.0609,1.078
9.503714488,-0.0215,0.1919,1.0606,1.078
9.505534645,-0.0239,0.1882,1.0591,1.076
9.508336051,-0.0269,0.1863,1.0591,1.076
9.509687614,-0.0283,0.1843,1.0555,1.072
9.511962875,-0.0298,0.1811,1.0542,1.070
9.513511989,-0.0311,0.1794,1.0506,1.066
9.515551052,-0.0308,0.1787,1.0469,1.062
9.517791156,-0.0357,0.1748,1.0411,1.056
9.523693501,-0.0377,0.1714,1.0354,1.050
9.524703865,-0.0403,0.1709,1.0308,1.046
9.52509074,-0.0447,0.1670,1.0266,1.041
9.529674647,-0.0513,0.1655,1.0193,1.034
9.530699699,-0.0540,0.1660,1.0144,1.029
9.531360741,-0.0584,0.1633,1.0103,1.025
9.532494075,-0.0633,0.1645,1.0066,1.022
9.534702877,-0.0675,0.1611,1.0005,1.016
9.535572825,-0.0723,0.1586,0.9968,1.012
9.538263242,-0.0780,0.1582,0.9919,1.007
9.539772617,-0.0833,0.1550,0.9912,1.007
9.541549648,-0.0873,0.1550,0.9875,1.003
9.544291992,-0.0897,0.1530,0.9846,1.000
9.545706993,-0.0946,0.1503,0.9831,0.999
9.547496628,-0.0983,0.1489,0.9807,0.997
9.54932116,-0.1012,0.1459,0.9799,0.996
9.551695274,-0.1046,0.1455,0.9802,0.996
9.554182618,-0.1117,0.1437,0.9790,0.996
9.555945639,-0.1124,0.1430,0.9775,0.994
9.557803452,-0.1176,0.1398,0.9802,0.997
9.559715744,-0.1220,0.1388,0.9790,0.996
9.562062463,-0.1261,0.1349,0.9802,0.997
9.564014755,-0.1276,0.1347,0.9782,0.996
9.565830849,-0.1322,0.1322,0.9804,0.998
9.567803661,-0.1352,0.1303,0.9773,0.995
9.571107672,-0.1359,0.1266,0.9780,0.995
9.571840068,-0.1396,0.1264,0.9770,0.995
9.574228193,-0.1433,0.1237,0.9731,0.991
9.576026371,-0.1452,0.1225,0.9719,0.990
9.57806361,-0.1477,0.1188,0.9714,0.990
9.579823871,-0.1511,0.1164,0.9699,0.988
9.581995746,-0.1538,0.1144,0.9670,0.986
9.583988611,-0.1555,0.1132,0.9658,0.985
9.58572559,-0.1589,0.1149,0.9648,0.985
9.587616684,-0.1608,0.1127,0.9633,0.983
9.589598403,-0.1633,0.1120,0.9633,0.983
9.591734497,-0.1650,0.1117,0.9638,0.984
9.594336633,-0.1672,0.1102,0.9660,0.987
9.595846685,-0.1684,0.1090,0.9646,0.985
9.598450852,-0.1704,0.1095,0.9653,0.986
9.600301373,-0.1726,0.1093,0.9675,0.989
9.601932415,-0.1721,0.1083,0.9692,0.990
9.604849134,-0.1714,0.1078,0.9709,0.992
9.60543679,-0.1706,0.1071,0.9738,0.994
9.608473874,-0.1711,0.1080,0.9748,0.996
9.609476322,-0.1682,0.1076,0.9787,0.999
9.611833093,-0.1674,0.1085,0.9795,1.000
9.614012781,-0.1645,0.1102,0.9802,1.000
9.615528197,-0.1638,0.1080,0.9812,1.001
9.617501896,-0.1628,0.1112,0.9817,1.001
9.623581948,-0.1579,0.1110,0.9792,0.998
9.624789709,-0.1577,0.1127,0.9782,0.997
9.625254292,-0.1535,0.1124,0.9773,0.996
9.629289397,-0.1508,0.1151,0.9729,0.991
9.629996688,-0.1484,0.1151,0.9702,0.988
9.630415751,-0.1447,0.1173,0.9626,0.980
9.631905855,-0.1403,0.1188,0.9562,0.974
9.633779345,-0.1381,0.1195,0.9496,0.967
9.635168929,-0.1325,0.1229,0.9416,0.959
9.638273877,-0.1293,0.1220,0.9340,0.951
9.640150544,-0.1266,0.1249,0.9262,0.943
9.641516325,-0.1259,0.1256,0.9179,0.935
9.644153877,-0.1249,0.1271,0.9127,0.930
9.645605284,-0.1229,0.1281,0.9088,0.926
9.647331951,-0.1232,0.1293,0.9032,0.921
9.649610909,-0.1227,0.1313,0.9008,0.919
9.652015545,-0.1237,0.1320,0.8976,0.916
9.653776899,-0.1229,0.1347,0.8937,0.912
9.655807681,-0.1222,0.1322,0.8946,0.913
9.657793358,-0.1227,0.1339,0.8954,0.914
9.660283202,-0.1222,0.1322,0.8937,0.912
9.662136744,-0.1212,0.1322,0.8939,0.912
9.663684088,-0.1239,0.1310,0.8927,0.911
9.665707786,-0.1242,0.1293,0.8917,0.910
9.667692213,-0.1256,0.1286,0.8946,0.913
9.670637422,-0.1273,0.1291,0.8961,0.914
9.672039818,-0.1298,0.1286,0.8966,0.915
9.673445078,-0.1315,0.1271,0.8978,0.916
9.675220391,-0.1349,0.1271,0.8995,0.918
9.678182318,-0.1359,0.1259,0.9030,0.922
9.679546485,-0.1349,0.1237,0.9030,0.921
9.681690027,-0.1359,0.1239,0.9030,0.921
9.684284558,-0.1374,0.1215,0.9017,0.920
9.685133829,-0.1352,0.1225,0.9017,0.920
9.688174298,-0.1337,0.1193,0.9015,0.919
9.690838569,-0.1327,0.1195,0.9008,0.918
9.692524351,-0.1291,0.1181,0.8995,0.916
9.694012111,-0.1298,0.1154,0.8981,0.915
9.695690393,-0.1293,0.1164,0.8961,0.913
9.698322008,-0.1286,0.1144,0.8946,0.911
9.699815237,-0.1276,0.1129,0.8922,0.908
9.702112321,-0.1269,0.1127,0.8870,0.903
9.704382633,-0.1261,0.1083,0.8853,0.901
9.706142686,-0.1244,0.1073,0.8802,0.895
9.70799029,-0.1237,0.1056,0.8758,0.891
9.709377842,-0.1239,0.1039,0.8712,0.886
9.713663207,-0.1234,0.1017,0.8673,0.882
9.714124978,-0.1227,0.0995,0.8633,0.878
9.715125395,-0.1234,0.0980,0.8604,0.875
9.719010395,-0.1254,0.0966,0.8568,0.871
9.721305864,-0.1251,0.0939,0.8541,0.868
9.721874354,-0.1251,0.0941,0.8528,0.867
9.724691073,-0.1261,0.0927,0.8504,0.865
9.725068365,-0.1278,0.0919,0.8482,0.863
9.72870873,-0.1293,0.0912,0.8460,0.861
9.729890084,-0.1298,0.0924,0.8460,0.861
9.732152011,-0.1291,0.0907,0.8458,0.860
9.734570241,-0.1305,0.0917,0.8460,0.861
9.735894147,-0.1315,0.0922,0.8467,0.862
9.74091821,-0.1303,0.0949,0.8465,0.862
9.742154981,-0.1308,0.0949,0.8453,0.861
9.74546894,-0.1330,0.0971,0.8480,0.864
9.746246908,-0.1315,0.1005,0.8472,0.863
9.746677638,-0.1298,0.1014,0.8472,0.863
9.747827742,-0.1278,0.1058,0.8487,0.865
9.749214252,-0.1249,0.1071,0.8480,0.864
9.751468211,-0.1220,0.1093,0.8467,0.862
9.753980607,-0.1181,0.1127,0.8462,0.862
9.755605138,-0.1164,0.1151,0.8462,0.862
9.757554305,-0.1132,0.1176,0.8448,0.860
9.759833628,-0.1117,0.1217,0.8455,0.862
9.761866858,-0.1076,0.1229,0.8431,0.859
9.763906962,-0.1076,0.1249,0.8416,0.858
9.765760035,-0.1049,0.1269,0.8409,0.857
9.767919254,-0.1044,0.1283,0.8414,0.857
9.769717275,-0.1054,0.1313,0.8394,0.856
9.771880036,-0.1049,0.1317,0.8399,0.857
9.773911234,-0.1036,0.1320,0.8421,0.859
9.775855088,-0.1024,0.1342,0.8414,0.858
9.778304203,-0.0997,0.1320,0.8392,0.855
9.779863266,-0.0966,0.1315,0.8394,0.855
9.781905193,-0.0934,0.1315,0.8411,0.856
9.783879985,-0.0919,0.1308,0.8414,0.856
9.785512381,-0.0890,0.1313,0.8401,0.855
9.788401079,-0.0863,0.1303,0.8421,0.856
9.789749829,-0.0826,0.1293,0.8443,0.858
9.791999934,-0.0785,0.1271,0.8484,0.861
9.793908632,-0.0748,0.1278,0.8509,0.864
9.796627851,-0.0699,0.1269,0.8533,0.866
9.798446757,-0.0650,0.1251,0.8590,0.870
9.799654518,-0.0611,0.1269,0.8646,0.876
9.801554101,-0.0584,0.1266,0.8721,0.883
9.803324622,-0.0550,0.1281,0.8797,0.891
9.805591289,-0.0506,0.1298,0.8875,0.898
9.808426498,-0.0486,0.1303,0.8949,0.906
9.810349311,-0.0457,0.1322,0.9027,0.913
9.811819519,-0.0438,0.1344,0.9125,0.923
9.813896498,-0.0435,0.1352,0.9210,0.932
9.816080613,-0.0403,0.1381,0.9286,0.940
9.818288374,-0.0394,0.1378,0.9352,0.946
9.821351447,-0.0396,0.1383,0.9430,0.954
9.822621708,-0.0364,0.1398,0.9516,0.963
9.823641083,-0.0362,0.1400,0.9594,0.970
9.825678948,-0.0335,0.1393,0.9646,0.975
9.828192906,-0.0347,0.1405,0.9709,0.982
9.829541083,-0.0328,0.1374,0.9768,0.987
9.831375771,-0.0320,0.1393,0.9807,0.991
9.834010563,-0.0335,0.1374,0.9839,0.994
9.835609678,-0.0320,0.1361,0.9863,0.996
9.838000355,-0.0311,0.1342,0.9873,0.997
9.839160563,-0.0301,0.1344,0.9878,0.997
9.841919626,-0.0286,0.1332,0.9887,0.998
9.844005616,-0.0244,0.1313,0.9863,0.995
9.845654783,-0.0254,0.1322,0.9824,0.992
9.847724575,-0.0237,0.1303,0.9782,0.987
9.850132856,-0.0203,0.1288,0.9748,0.983
9.852015981,-0.0195,0.1273,0.9685,0.977
9.862939785,-0.0151,0.1264,0.9643,0.973
9.863956608,-0.0142,0.1251,0.9606,0.969
9.864790253,-0.0122,0.1249,0.9572,0.965
9.865400618,-0.0107,0.1251,0.9545,0.963
9.865964993,-0.0115,0.1266,0.9565,0.965
9.867255097,-0.0093,0.1251,0.9572,0.965
9.87109114,-0.0120,0.1261,0.9611,0.969
9.871791608,-0.0115,0.1261,0.9680,0.976
9.872402806,-0.0076,0.1273,0.9738,0.982
9.873065254,-0.0066,0.1283,0.9817,0.990
9.87367739,-0.0034,0.1293,0.9885,0.997
9.883318693,0.0022,0.1308,0.9970,1.006
9.884467078,0.0064,0.1315,1.0032,1.012
9.885148276,0.0125,0.1335,1.0103,1.019
9.885823537,0.0195,0.1344,1.0183,1.027
9.886736193,0.0257,0.1354,1.0225,1.032
9.887514006,0.0313,0.1374,1.0296,1.039
9.888297183,0.0379,0.1361,1.0342,1.044
9.889552131,0.0421,0.1376,1.0428,1.053
9.899652809,0.0442,0.1393,1.0494,1.059
9.901272809,0.0467,0.1381,1.0552,1.065
9.901886455,0.0482,0.1398,1.0638,1.074
9.902356768,0.0486,0.1391,1.0711,1.081
9.902767393,0.0491,0.1381,1.0780,1.088
9.903138434,0.0491,0.1366,1.0855,1.095
9.905743226,0.0474,0.1369,1.0919,1.101
9.906945154,0.0445,0.1349,1.0982,1.107
9.907381091,0.0442,0.1327,1.1048,1.114
9.909126872,0.0421,0.1332,1.1095,1.118
9.911147862,0.0401,0.1313,1.1156,1.124
9.913298227,0.0374,0.1288,1.1208,1.129
9.915102602,0.0352,0.1276,1.1244,1.132
9.917127446,0.0303,0.1259,1.1320,1.139
9.919490624,0.0298,0.1244,1.1366,1.144
9.921401822,0.0257,0.1210,1.1435,1.150
9.923242707,0.0244,0.1210,1.1506,1.157
9.925168176,0.0193,0.1195,1.1579,1.164
9.927260312,0.0173,0.1183,1.1628,1.169
9.929022604,0.0149,0.1176,1.1691,1.175
9.931186823,0.0156,0.1154,1.1770,1.183
9.933457656,0.0151,0.1173,1.1855,1.191
9.935356667,0.0159,0.1144,1.1938,1.199
9.937375834,0.0159,0.1127,1.2002,1.206
9.938981198,0.0173,0.1117,1.2063,1.212
9.941326667,0.0213,0.1124,1.2141,1.219
9.943067188,0.0230,0.1117,1.2219,1.227
9.945814845,0.0257,0.1120,1.2261,1.231
9.947727137,0.0313,0.1137,1.2310,1.237
9.949468699,0.0359,0.1151,1.2352,1.241
9.951632554,0.0423,0.1183,1.2395,1.246
9.956528231,0.0477,0.1200,1.2435,1.250
9.957592398,0.0550,0.1232,1.2449,1.252
9.958086617,0.0601,0.1225,1.2476,1.255
9.961022711,0.0640,0.1264,1.2498,1.258
9.961685732,0.0714,0.1300,1.2510,1.260
9.963550888,0.0767,0.1332,1.2532,1.263
9.965622191,0.0831,0.1388,1.2525,1.263
9.96786792,0.0897,0.1430,1.2523,1.264
9.969115681,0.0944,0.1459,1.2510,1.263
9.971144066,0.0980,0.1489,1.2508,1.263
9.973507191,0.1007,0.1513,1.2476,1.261
9.976525108,0.1039,0.1560,1.2454,1.259
9.977198338,0.1073,0.1594,1.2386,1.253
9.979736046,0.1083,0.1608,1.2364,1.251
9.982052609,0.1090,0.1640,1.2342,1.250
9.983671776,0.1110,0.1652,1.2317,1.248
9.985886047,0.1090,0.1696,1.2278,1.244
9.988219953,0.1071,0.1714,1.2268,1.243
9.989404797,0.1017,0.1733,1.2271,1.243
9.990887662,0.0973,0.1743,1.2268,1.243
9.993464902,0.0931,0.1753,1.2271,1.243
9.995399173,0.0885,0.1762,1.2310,1.247
9.99756235,0.0802,0.1760,1.2334,1.249
9.999571829,0.0726,0.1794,1.2386,1.254
10.001759069,0.0684,0.1779,1.2449,1.259
10.003149278,0.0628,0.1775,1.2498,1.264
10.006227507,0.0577,0.1777,1.2537,1.268
10.007226518,0.0535,0.1806,1.2601,1.274
10.009634643,0.0499,0.1784,1.2659,1.279
10.011557924,0.0482,0.1784,1.2713,1.285
10.013015424,0.0462,0.1782,1.2772,1.290
10.014981935,0.0457,0.1762,1.2818,1.295
10.017497821,0.0440,0.1757,1.2847,1.297
10.01952454,0.0447,0.1728,1.2919,1.304
10.021262404,0.0442,0.1731,1.2953,1.308
10.02369579,0.0445,0.1714,1.2987,1.311
10.025727874,0.0474,0.1718,1.3026,1.315
10.027037718,0.0469,0.1718,1.3053,1.317
10.031201885,0.0508,0.1706,1.3075,1.320
10.031621156,0.0540,0.1699,1.3112,1.323
10.033913552,0.0589,0.1692,1.3134,1.326
10.035533604,0.0616,0.1692,1.3124,1.325
10.038317042,0.0657,0.1701,1.3180,1.331
10.039095896,0.0701,0.1714,1.3185,1.331
10.045803813,0.0733,0.1740,1.3197,1.333
10.046527042,0.0789,0.1738,1.3202,1.334
10.046914699,0.0843,0.1745,1.3234,1.337
10.048229126,0.0870,0.1787,1.3217,1.337
10.050375272,0.0936,0.1806,1.3239,1.339
10.050936157,0.0961,0.1836,1.3295,1.346
10.05474496,0.0985,0.1872,1.3373,1.354
10.056208658,0.0983,0.1943,1.3451,1.363
10.057264491,0.0985,0.1985,1.3566,1.375
10.060472929,0.0980,0.2061,1.3691,1.388
10.061221888,0.0973,0.2124,1.3838,1.403
10.063507825,0.0949,0.2220,1.3965,1.417
10.065923555,0.0929,0.2295,1.4107,1.432
10.067495638,0.0931,0.2376,1.4246,1.447
10.068983763,0.0905,0.2461,1.4368,1.461
10.075599024,0.0900,0.2537,1.4507,1.475
10.078212202,0.0885,0.2638,1.4637,1.490
10.082184129,0.0897,0.2679,1.4732,1.500
10.082965588,0.0917,0.2767,1.4840,1.512
10.083547775,0.0941,0.2828,1.4916,1.521
10.084032359,0.0992,0.2877,1.4984,1.529
10.084747619,0.1036,0.2950,1.5038,1.536
10.086489598,0.1120,0.2994,1.5065,1.540
10.089941474,0.1195,0.3026,1.5087,1.543
10.09121538,0.1242,0.3050,1.5089,1.544
10.091802359,0.1308,0.3063,1.5079,1.544
10.093408245,0.1364,0.3070,1.5084,1.545
10.096233349,0.1415,0.3065,1.5055,1.543
10.096912777,0.1459,0.3055,1.5033,1.541
10.099724339,0.1503,0.3038,1.5013,1.539
10.101834756,0.1516,0.3009,1.4996,1.537
10.103251892,0.1542,0.2992,1.4967,1.534
10.105506736,0.1579,0.2950,1.4952,1.532
10.106875069,0.1589,0.2911,1.4947,1.531
10.109424549,0.1557,0.2882,1.4977,1.533
10.111118872,0.1540,0.2833,1.4994,1.534
10.113238716,0.1494,0.2813,1.5047,1.538
10.115424289,0.1464,0.2789,1.5116,1.544
10.116905591,0.1435,0.2779,1.5157,1.548
10.118934914,0.1396,0.2782,1.5246,1.556
10.121857258,0.1376,0.2779,1.5338,1.565
10.122990488,0.1357,0.2801,1.5431,1.574
10.125176894,0.1359,0.2826,1.5529,1.584
10.127101321,0.1332,0.2845,1.5644,1.596
10.128850436,0.1344,0.2879,1.5761,1.608
10.131571165,0.1359,0.2919,1.5879,1.620
10.133663978,0.1359,0.2963,1.6006,1.633
10.135372989,0.1398,0.2989,1.6118,1.645
10.136911114,0.1433,0.3011,1.6221,1.656
10.139272156,0.1464,0.3053,1.6326,1.667
10.141936323,0.1496,0.3087,1.6429,1.678
10.143348458,0.1540,0.3134,1.6551,1.692
10.145736792,0.1604,0.3161,1.6646,1.702
10.147480438,0.1660,0.3166,1.6729,1.711
10.149397938,0.1706,0.3185,1.6815,1.720
10.151523928,0.1792,0.3210,1.6905,1.730
10.153509553,0.1863,0.3224,1.6979,1.738
10.155290439,0.1948,0.3246,1.7052,1.747
10.157049241,0.2019,0.3251,1.7120,1.754
10.159705752,0.2083,0.3254,1.7159,1.759
10.161626898,0.2144,0.3246,1.7228,1.766
10.163691429,0.2202,0.3251,1.7267,1.771
10.165190544,0.2290,0.3251,1.7311,1.776
10.167330961,0.2315,0.3251,1.7374,1.783
10.169453357,0.2386,0.3227,1.7436,1.789
10.17125768,0.2427,0.3212,1.7514,1.797
10.173341899,0.2474,0.3217,1.7573,1.804
10.175736639,0.2488,0.3200,1.7651,1.811
10.177742889,0.2503,0.3185,1.7719,1.818
10.179573306,0.2518,0.3153,1.7778,1.823
10.181244556,0.2491,0.3116,1.7873,1.831
10.183380077,0.2471,0.3129,1.7939,1.838
10.185900598,0.2464,0.3097,1.8049,1.848
10.190874348,0.2415,0.3072,1.8115,1.853
10.195451484,0.2395,0.3031,1.8193,1.860
10.196208307,0.2344,0.3002,1.8252,1.865
10.196744557,0.2320,0.2943,1.8301,1.868
10.197258568,0.2288,0.2923,1.8321,1.869
10.197980599,0.2271,0.2877,1.8328,1.869
10.199702839,0.2263,0.2831,1.8296,1.865
10.202157787,0.2244,0.2770,1.8233,1.858
10.203051381,0.2232,0.2762,1.8125,1.847
10.205124089,0.2251,0.2718,1.8008,1.835
10.20696034,0.2254,0.2682,1.7841,1.818
10.209100548,0.2271,0.2647,1.7646,1.799
10.211328621,0.2263,0.2601,1.7443,1.778
10.213572111,0.2259,0.2581,1.7223,1.756
10.215059507,0.2246,0.2527,1.7013,1.735
10.217592007,0.2259,0.2503,1.6771,1.711
10.219876487,0.2229,0.2491,1.6539,1.687
10.222475966,0.2227,0.2469,1.6326,1.666
10.223480185,0.2234,0.2444,1.6113,1.645
10.228653779,0.2220,0.2461,1.5898,1.624
10.229437581,0.2198,0.2456,1.5715,1.606
10.230642269,0.2198,0.2442,1.5549,1.589
10.231362998,0.2180,0.2471,1.5414,1.576
10.233780707,0.2202,0.2466,1.5233,1.559
10.23484477,0.2210,0.2469,1.5111,1.547
10.238616332,0.2173,0.2476,1.4967,1.533
10.239356853,0.2200,0.2505,1.4857,1.523
10.241126749,0.2185,0.2503,1.4766,1.514
10.243337687,0.2183,0.2540,1.4647,1.502
10.245463729,0.2166,0.2549,1.4561,1.494
10.248153313,0.2124,0.2566,1.4500,1.488
